genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
deep punk rock,6.49E-05,0.58,129400,0.745,0.658,0.0542,-12.324,0.0359,123.498,0.961,40,1,1
deep r&b,0.155,0.426,182707,0.953,0,0.132,-3.282,0.106,169.93,0.678,53,9,1
deep ragga,0.217793056,0.705916667,228135.3722,0.532038889,0.012515969,0.151415,-9.896102778,0.210313889,109.7123417,0.704219444,36.46944444,0,1
deep regional mexican,0.37229913,0.6896695,210366.6665,0.660139062,0.021235214,0.181371996,-6.66490401,0.100344649,122.2599706,0.813650232,45.61228624,10,1
deep smooth jazz,0.326957143,0.668857143,273333.1429,0.592,0.527678571,0.124885714,-9.278,0.034628571,109.6955714,0.617714286,44.57142857,7,1
deep soft rock,0.375337302,0.639975397,238308.5262,0.534361905,0.007849943,0.201251984,-12.12577619,0.047415317,106.8071754,0.652405556,35.46587302,5,1
deep soul house,0.07475,0.73325,428128,0.55675,0.91075,0.122025,-11.16675,0.046625,106.06525,0.48075,38.75,11,1
deep soundtrack,0.894433333,0.222801667,184651.7667,0.118872667,0.59663388,0.114995,-20.01955,0.04935,102.2051333,0.18094,34.25,9,1
deep southern soul,0.595,0.7135,161107,0.581,0.0003875,0.0876,-6.931,0.02755,107.358,0.894,24.5,7,1
deep southern trap,0.091714278,0.754796894,261029.2186,0.680546937,0.002239111,0.203328982,-6.11176994,0.231887019,121.4633607,0.553031947,45.38487398,1,1
deep talent show,0.34539155,0.594026226,207372.2132,0.625319933,0.000254664,0.123370184,-7.031244759,0.047488601,126.6281151,0.494953306,48.79568151,6,1
deep tech house,0.410186176,0.296941176,362792.1765,0.434588235,0.563023529,0.201382353,-13.00358824,0.037717647,126.6549412,0.307529412,35.05882353,2,0
deep tropical house,0.186321955,0.651820635,245917.8452,0.668190278,0.149459078,0.184315179,-7.423840278,0.04899256,119.8220694,0.397052579,60.64087302,2,1
deep underground hip hop,0.245775977,0.691001628,217102.8063,0.635184259,0.003799196,0.207243004,-7.317504536,0.165420471,124.7017779,0.429479567,51.41399471,1,1
deep uplifting trance,0.028939833,0.719666667,233125.1667,0.886833333,0.2135362,0.347333333,-5.61,0.164166667,129.5425,0.547166667,26.66666667,11,1
delta blues,0.777403969,0.583259995,200101.1568,0.362239536,0.094714631,0.175468825,-12.82613892,0.077584216,117.6089032,0.603362202,24.50876724,10,1
dembow,0.144243333,0.8274,247038.8667,0.764833333,0.006882047,0.16886,-5.710666667,0.133656667,104.1835,0.757966667,66.16666667,7,1
denpa-kei,0.18135,0.536,270886.5,0.8175,0,0.2252,-2.4535,0.0352,129.996,0.6,52.5,3,1
denton tx indie,0.31389,0.59275,270116.75,0.73625,0.000121725,0.11745,-6.623,0.0825,118.87075,0.56775,52.25,9,1
denver indie,0.370883333,0.560333333,279837.5,0.6085,0.1206,0.244916667,-7.880833333,0.034583333,112.9946667,0.4866,45.83333333,2,0
derby indie,0.033,0.815,259893,0.605,0.684,0.114,-9.118,0.0368,102.643,0.795,64,5,0
desert blues,0.495291667,0.454541667,360091.75,0.450291667,0.210256917,0.138804167,-12.25945833,0.041954167,141.1380833,0.411916667,50.83333333,7,1
desi hip hop,0.431068091,0.673081358,267912.7239,0.547456504,0.085941931,0.15021053,-9.918332399,0.097191733,105.6211899,0.620271076,37.7934127,5,1
desi pop,0.450179681,0.647291676,291615.8786,0.565621578,0.083878149,0.159014938,-9.407819004,0.095985698,108.6831073,0.65410623,36.44505878,7,1
destroy techno,0.059498514,0.612847222,225759.9583,0.743236111,0.192194694,0.192554167,-5.990166667,0.060977778,121.2349306,0.354991667,64.63888889,10,1
detroit hip hop,0.104055866,0.713009663,230785.4374,0.730752533,0.016418126,0.271194912,-5.335765937,0.215950764,104.8950529,0.55797051,52.79280869,1,1
detroit house,0.108265,0.71215,318294.65,0.7188,0.48845,0.15175,-11.9659,0.06056,119.02,0.64469,51.25,3,1
detroit techno,0.0457075,0.7649,352827.9,0.6103,0.8018,0.3539,-12.3574,0.06666,121.304,0.32694,45,11,1
detroit trap,0.116241872,0.725121836,220658.5134,0.690415107,0.032044092,0.186450784,-7.506596168,0.253032264,116.8163801,0.529311898,55.56105169,1,1
detske pisnicky,0.882,0.146,71019,0.283,2.06E-06,0.0866,-13.291,0.0339,177.275,0.217,0,3,1
detskie pesni,0.51585,0.58925,122592.75,0.30075,0.00026308,0.156025,-15.66625,0.1077,119.2475,0.714,31.25,7,0
devon indie,0.424,0.591,201072,0.415,0.000299,0.111,-6.936,0.0437,90.483,0.197,51,6,1
dfw rap,0.157647004,0.755669007,256442.374,0.654043728,0.001343226,0.150593038,-7.063800578,0.222752492,139.7346317,0.558965055,50.59244054,4,1
dhrupad,0.986125,0.580053571,220379.1429,0.157342857,0.432419404,0.148521429,-12.92244643,0.158055357,87.86705357,0.540410714,10,5,1
digital hardcore,0.1625636,0.6402,253000.8667,0.796666667,0.28615564,0.297933333,-6.364533333,0.040433333,119.2965333,0.3914,54,11,0
dinner jazz,0.794666667,0.578666667,204062,0.213,0.899666667,0.108733333,-16.57266667,0.034,115.4446667,0.427333333,45.66666667,0,1
dirty south rap,0.095788484,0.74305279,261435.7161,0.673436977,0.00455985,0.216088507,-6.561650584,0.202828184,123.506296,0.56876766,46.85944812,1,1
dirty texas rap,0.135643654,0.800990385,287585.6955,0.544195513,0.021929351,0.205328846,-7.966378205,0.233829487,132.2021026,0.559035256,39.52564103,1,1
disco,0.253289225,0.664736714,290873.6492,0.618455522,0.091278983,0.172560494,-10.35519297,0.060315118,116.3947058,0.712328856,40.04307457,0,1
disco house,0.070494308,0.700831898,272340.8837,0.782151689,0.146177473,0.193210523,-7.15705998,0.080622043,125.1277674,0.640457327,53.04337856,7,1
disney,0.690209915,0.490753465,175996.3081,0.381812037,0.049587263,0.187631022,-13.22620233,0.096584776,107.267535,0.507893202,46.09673857,0,1
diva house,0.053463625,0.702517487,300328.9007,0.75550996,0.162173803,0.166552275,-9.520834017,0.053500652,122.5001954,0.725706186,47.6639789,5,1
dixieland,0.835424293,0.544280136,200662.7491,0.403208924,0.325987137,0.215919651,-12.03050856,0.077709267,119.3363343,0.650464901,10.02864045,8,1
diy emo,0.026518444,0.344555556,217264.4444,0.72,0.014890833,0.302711111,-8.290111111,0.047588889,146.5473333,0.434111111,56.66666667,6,1
djent,0.096779446,0.480761111,245112.25,0.869305556,0.294057704,0.231095556,-6.082177778,0.114429444,128.8135389,0.317285556,42.49444444,1,1
dmv rap,0.181717235,0.70842424,208604.1808,0.616478246,0.065059338,0.158374825,-7.642915021,0.181953044,126.7858518,0.416590241,62.46601875,1,0
dominican pop,0.36713219,0.726322666,265206.3713,0.65040676,0.027453281,0.156579592,-7.697326666,0.070113001,126.9805498,0.804544424,44.29546881,7,1
dong-yo,0.259,0.829,80927,0.886,0,0.0559,-1.746,0.112,115.056,0.777,77,8,1
doo-wop,0.670557088,0.509742603,153572.5032,0.476649533,0.011066032,0.20198908,-10.06949348,0.053936545,123.0385672,0.651558344,31.55056261,7,1
doom metal,0.060831809,0.290228513,310771.7827,0.775251225,0.420763918,0.233140074,-8.591895016,0.056061397,122.91775,0.321945343,37.95710784,11,1
doujin,0.267,0.739,113580,0.641,0.803,0.103,-12.376,0.0538,93.007,0.713,70,0,1
downtempo,0.265797651,0.60649373,296858.887,0.587941292,0.406804781,0.162806487,-9.352484025,0.067844575,118.8840925,0.424440919,48.67553967,7,1
drama,0.929509615,0.518384615,379686.2308,0.370067308,0.001282418,0.339688462,-14.43329808,0.399303846,109.098,0.467682692,7.942307692,10,1
dream pop,0.31257059,0.430869742,277729.3598,0.566873035,0.387816811,0.16460556,-10.64413082,0.046448467,123.4373666,0.364343779,43.95101061,7,1
dream trance,0.043453333,0.627380952,302288.8571,0.871238095,0.481671905,0.169619048,-9.081571429,0.041247619,130.7755714,0.486857143,52.28571429,1,1
dreamgaze,0.039294,0.279833333,372049,0.750833333,0.173333333,0.17985,-9.773666667,0.046983333,111.3756667,0.293,39.83333333,11,1
dreamo,0.148374304,0.488634826,231997.076,0.766706227,0.024941972,0.230487843,-6.361160335,0.056464014,130.6718445,0.480337482,44.52950938,11,1
drift,0.88265,0.229565357,387566.1571,0.109843571,0.793139548,0.10631,-25.01826429,0.040226786,101.670475,0.092804643,49.96785714,4,1
drill,0.195491398,0.643099993,227064.706,0.663249315,0.084997016,0.204073126,-6.965928281,0.142197764,121.2658385,0.472290365,57.93582271,1,1
drill and bass,0.184948926,0.610314815,303598.3889,0.62387037,0.727759259,0.146238889,-11.2325,0.056527778,117.876463,0.434698148,44.03703704,11,1
drone,0.803625123,0.288827057,369324.884,0.200828504,0.754567453,0.133457168,-20.90995192,0.042073855,104.8056341,0.157142417,39.3139096,11,1
drone ambient,0.991,0.153,160000,0.214,0.944,0.133,-28.989,0.0415,68.834,0.0328,64,4,0
drone folk,0.649183333,0.46105,182228.7833,0.3457125,0.542522458,0.122230833,-13.41,0.0736125,106.3378667,0.327594167,25.20833333,11,1
drone metal,0.060011521,0.322072222,372402.8889,0.6605,0.773722222,0.219544444,-10.498,0.048405556,113.2382222,0.215805556,40.88888889,5,1
drum and bass,0.077093479,0.515694118,289256.0235,0.738807843,0.288324308,0.221199412,-8.446643137,0.084868922,131.6426539,0.368962745,45.11666667,2,1
dub,0.227289643,0.763820557,233278.871,0.502636464,0.142301543,0.149073956,-10.59733769,0.133877991,117.7723471,0.743114237,39.08073931,7,1
dub metal,1.00E-05,0.389,259680,0.784,0.809,0.313,-11.165,0.0578,124.9553333,0.290333333,37.66666667,4,1
dub poetry,0.023453762,0.777285714,246723.9524,0.578904762,0.0113754,0.106214286,-10.79538095,0.247047619,145.8913333,0.650285714,43.28571429,10,0
dub techno,0.4483425,0.445375,337433.25,0.372025,0.675125,0.1562375,-16.980625,0.0429125,122.032625,0.2332625,41.375,5,1
dubstep,0.160167595,0.573647619,288232.3952,0.709128571,0.135736576,0.166252381,-5.899880952,0.076029524,136.7421762,0.307112381,50.31904762,11,1
duduk,0.994666667,0.135333333,288000,0.134233333,0.897,0.117,-19.12533333,0.046533333,86.14,0.048166667,37,7,1
duluth indie,0.545297917,0.507833333,206089.4167,0.6888125,0.147458002,0.173454167,-7.570333333,0.049233333,119.0883958,0.666645833,49.52083333,9,1
dunedin indie,0.6365,0.668,189820,0.372,0.176,0.21205,-15.0065,0.2329,126.7045,0.513,42.5,1,1
dunedin sound,0.55575,0.631,190348.375,0.45825,0.168625,0.2689,-14.065,0.241425,126.993,0.662125,39.375,0,1
dungeon synth,0.001325495,0.263833333,356480,0.768166667,0.768183333,0.326033333,-9.345,0.057366667,111.0275,0.241016667,42.83333333,4,1
duranguense,0.346415797,0.684135771,196556.7418,0.641337049,0.019480819,0.146485101,-6.509063469,0.066597324,126.3900524,0.822982908,44.70623927,7,1
dusseldorf electronic,0.323929182,0.605931818,309439.7045,0.575386364,0.599986591,0.213431818,-12.80656818,0.077456818,114.1270909,0.438106818,36.11363636,1,1
dutch blues,0.189,0.406,206333,0.526,0.0024,0.305,-8.882,0.0293,183.842,0.411,43,7,0
dutch cabaret,0.922333333,0.613,206741.6667,0.389333333,0.233336667,0.396666667,-13.11533333,0.443033333,106.593,0.811333333,12.66666667,9,1
dutch death metal,3.95E-05,0.306,279093,0.989,0.00041,0.27,-5.087,0.109,103.006,0.134,37,2,1
dutch edm,0.085518643,0.660190476,227345.9921,0.88231746,0.039819397,0.163710317,-3.967619048,0.074139683,122.5715159,0.537814286,57.81746032,11,1
dutch folk,0.975,0.721,113053,0.0554,0.0166,0.18,-20.666,0.265,125.399,0.81,15,3,1
dutch hip hop,0.099220762,0.785742857,175041.819,0.641933333,0.006433956,0.145701905,-5.499380952,0.16504381,110.9592286,0.541504762,71.36190476,0,0
dutch house,0.074422367,0.67083658,200679.9323,0.80762987,0.10394128,0.187625649,-5.360153247,0.082630693,118.496387,0.491494156,55.49675325,8,1
dutch indie,0.62831,0.5422,204787.6,0.38528,0.139851,0.1694,-14.6202,0.1005,116.4864,0.39228,36.8,9,1
dutch jazz,0.974,0.316,557867,0.0779,0.623,0.706,-21.44,0.0492,175.219,0.145,38,8,1
dutch metal,0.077800306,0.311277778,271448.0556,0.895166667,0.000324688,0.215877778,-5.094166667,0.082855556,118.1162222,0.148722222,45.88888889,10,1
dutch pop,0.253689066,0.647634033,196717.2098,0.664939394,0.1047923,0.161782284,-6.810990676,0.098067133,121.0645711,0.496331002,51.64568765,7,0
dutch prog,0.198422,0.42995,288122.1,0.6922,0.395180095,0.0848,-9.3961,0.03637,100.15575,0.40375,45.2,11,1
dutch rock,0.3252679,0.55444,226397.37,0.60699,0.146473519,0.161465,-8.88572,0.102089,115.94215,0.5976,35.54,11,1
dutch trance,0.031013876,0.633722222,222331.2778,0.8575,0.457702322,0.188266667,-6.796361111,0.075366667,134.0732222,0.347416667,53.83333333,11,0
dutch trap pop,0.103222667,0.8138,163410.6667,0.707266667,0.005968,0.216906667,-4.437133333,0.162133333,104.8268,0.613866667,75.46666667,8,0
e6fi,0.310399639,0.494630273,234477.9648,0.632477772,0.299063052,0.193771739,-10.05763846,0.055817553,117.5722612,0.517990875,39.79543196,9,1
early avant garde,0.79300695,0.561680778,366816.9871,0.151210116,0.099085787,0.202981375,-19.50953433,0.448063812,120.2710446,0.368196196,2.107034413,11,1
early modern classical,0.917625323,0.298295418,274592.4234,0.170946342,0.617329896,0.171115665,-20.19203512,0.053601545,102.1798093,0.201725095,8.428692434,7,1
early music,0.928924566,0.333333293,226817.9864,0.146052429,0.521667152,0.143154573,-20.66281196,0.057638579,96.7210062,0.286235069,17.10926643,7,1
early music choir,0.9714,0.215,234349.2,0.16052,0.4434,0.15704,-22.0524,0.04796,104.998,0.07828,42.2,7,1
early music ensemble,0.88085119,0.34014881,236172.0476,0.189377976,0.403661546,0.17202381,-20.81979167,0.040007143,95.951875,0.29583631,38.2797619,2,1
early reggae,0.534866667,0.767791667,183242.7861,0.472502778,0.072588851,0.123895278,-10.490575,0.106608611,96.63154444,0.801138889,27.50277778,10,1
early romantic era,0.923450097,0.391935603,275582.8648,0.184486605,0.547800147,0.162536585,-18.89001678,0.053883834,109.285665,0.376577507,8.994308895,5,1
early synthpop,0.082261734,0.65497126,260919.5386,0.61057203,0.193503993,0.185704064,-13.18339117,0.050427477,125.9610577,0.63581081,37.33008658,2,1
early us punk,0.103194137,0.412378906,187725.9555,0.847871469,0.035725791,0.270355618,-7.883886065,0.100566075,136.3221618,0.568016111,33.12839159,9,1
east coast hip hop,0.149083138,0.741277743,257954.2237,0.694803147,0.014209179,0.217836866,-8.252647461,0.255549357,109.2379351,0.63367435,44.06077027,1,1
east coast reggae,0.149672602,0.682069444,251926.1759,0.578888889,0.070678802,0.166101852,-7.834162037,0.073158796,111.41325,0.701273148,46.91666667,7,1
eastern bloc groove,0.0688,0.656,180078,0.792,0.654,0.091,-7.121,0.0478,93.804,0.498,46,2,1
easy listening,0.741114481,0.417875991,187346.2067,0.340022374,0.35141376,0.20604272,-13.15082486,0.052028263,112.8949055,0.439155099,21.06227872,5,1
easycore,0.120448147,0.549819481,184813.0974,0.918714286,0.00244267,0.214346753,-3.988850649,0.130598701,126.6563545,0.565258442,46.20649351,8,1
eau claire indie,0.716360966,0.471979871,283881.31,0.431248148,0.376760583,0.115381763,-11.608907,0.053893398,121.9951494,0.365266787,46.73188406,9,1
ebm,0.031501871,0.606954861,302266.3333,0.754475694,0.446933964,0.269280903,-9.982788194,0.071231944,124.7935434,0.44623316,33.61458333,7,1
ecm-style jazz,0.7867489,0.377494487,361535.2066,0.236277327,0.649031523,0.146569018,-20.63118005,0.045107685,110.8357268,0.288115347,40.54223195,0,0
ectofolk,0.578240901,0.534075995,261853.3538,0.405311847,0.035830026,0.146093867,-10.97915224,0.039446226,113.5728653,0.390105468,43.27367703,11,1
ecuadorian pop,0.476854762,0.728267857,237856.1399,0.612002976,0.000290746,0.206885714,-8.739297619,0.07113125,114.5176548,0.697068452,56.61011905,11,1
edm,0.114521219,0.623410806,233547.9576,0.755620553,0.127587309,0.195973629,-5.71632405,0.086654275,125.9219119,0.41506822,58.1045042,11,1
edmonton indie,0.164293923,0.652571429,179201.3095,0.636702381,0.104263968,0.194658929,-7.054589286,0.105806548,116.6499345,0.45875,59.875,1,1
egyptian pop,0.096911111,0.758333333,236204,0.750666667,8.65E-06,0.165433333,-8.576,0.054144444,132.4411111,0.825222222,52.11111111,5,0
egyptian traditional,0.829,0.6295,250146.5,0.2005,0.035752045,0.09005,-17.5505,0.0903,91.1795,0.504,28.5,6,1
el paso indie,0.194213324,0.346122222,292573.2343,0.694386111,0.187137124,0.286919444,-7.31555463,0.107753889,121.6894481,0.249004815,46.03518519,7,0
electra,0.255564722,0.679548611,215438.5556,0.629375,0.234340458,0.168655556,-7.042611111,0.126056944,119.7395417,0.358111111,58.04861111,6,1
electric bass,0.533909905,0.608442154,295347.4402,0.420937007,0.352266798,0.145349824,-14.74006719,0.063037097,112.2301354,0.57622287,31.11761302,7,1
electric blues,0.38501327,0.549134231,265905.7484,0.554762253,0.108739114,0.209161229,-10.73996969,0.054957832,120.0332215,0.639394104,33.84774611,2,1
electro,0.113627098,0.790607496,307822.5407,0.663142431,0.140755258,0.194262035,-10.58193445,0.139604788,113.3693567,0.657220908,37.56776224,7,1
electro house,0.070973945,0.634478694,234670.7088,0.781685224,0.142927139,0.195727479,-5.250217576,0.093794071,126.6108112,0.425146402,57.59167489,11,1
electro jazz,0.2227,0.7181,297589.4,0.7686,0.53541446,0.15624,-8.631,0.05363,110.0121,0.6552,50,6,1
electro latino,0.139869741,0.727989116,224531.9397,0.792328757,0.039104235,0.185502474,-5.196056184,0.09263475,117.4240125,0.702124088,50.74706246,11,1
electro swing,0.223425128,0.689996154,267669.3103,0.655017949,0.23796374,0.153562564,-7.757391026,0.096698462,107.9920795,0.667555128,46.40769231,7,1
electro-industrial,0.041262202,0.600547222,295308.3167,0.810166667,0.470371305,0.323524444,-8.774583333,0.048212778,120.8975861,0.418575833,36.075,6,1
electroclash,0.090265646,0.618903846,253327.0192,0.79,0.177403801,0.174511538,-5.781923077,0.087340385,129.9839231,0.562346154,46.5,10,0
electrofox,0.150404,0.75,223017.7,0.7443,0.30563756,0.07313,-8.111,0.10056,131.9962,0.8543,31.7,5,1
electronic djent,0.002305,0.455666667,278423,0.750333333,0.824666667,0.163666667,-8.204666667,0.062166667,128.4243333,0.1381,64,7,1
electronic rock,0.061887485,0.576765413,265391.5627,0.801904866,0.10538985,0.217650072,-5.840188409,0.057788901,133.111701,0.467971294,45.96287336,7,1
electronic trap,0.084634143,0.655933543,233110.6079,0.757964103,0.132297812,0.20416856,-5.707099279,0.121298269,132.5401257,0.409333762,55.92486772,1,1
electronica,0.254739001,0.616810272,300136.6836,0.612711793,0.392591045,0.178839266,-9.503325266,0.06146162,118.3944702,0.44186353,49.70371794,7,1
electronica argentina,0.259966667,0.581333333,189243.6667,0.689666667,0.001456,0.163766667,-6.934333333,0.033466667,128.5766667,0.669,63.33333333,4,0
electropop,0.205744313,0.633839241,230157.123,0.663991051,0.058503292,0.176914929,-6.575462324,0.077679329,121.6984437,0.462671393,57.74970668,11,1
electropowerpop,0.037232735,0.548252851,206262.4938,0.796417763,0.003568905,0.202995943,-6.144159618,0.097798784,139.4096254,0.541925,49.79649123,9,1
emo,0.072234491,0.453150192,220244.6054,0.807508477,0.06346313,0.200815432,-5.998365744,0.072569459,131.8031149,0.455088561,45.14048526,9,1
emo punk,0.053962014,0.404926894,224003.5284,0.798886364,0.138709513,0.204135417,-6.917990152,0.057596742,129.3658163,0.42536553,38.45681818,9,1
emo rap,0.280798364,0.672541707,191419.0506,0.592484225,0.04896918,0.184045643,-8.643981153,0.153228609,118.2069896,0.375437896,62.06655365,11,1
emocore,0.002290467,0.292866667,209208.9333,0.887466667,0.208982722,0.286333333,-6.850666667,0.07006,121.258,0.338533333,31.2,7,1
english baroque,0.867002778,0.32183006,162675.1903,0.140781454,0.476361839,0.163313393,-17.29179107,0.048487183,102.9216484,0.359984167,11.58353175,0,1
english indie rock,0.068543619,0.476142857,206181.3492,0.805698413,0.000366356,0.162844444,-4.413952381,0.054153968,142.3400476,0.568947619,49.74603175,2,0
english renaissance,0.978125,0.35765,200671.5417,0.129225,0.490304167,0.103291667,-21.112125,0.168175,80.35829167,0.3619875,12.5,0,1
enka,0.603830769,0.4122,197323.6615,0.326349231,8.99E-05,0.275161538,-12.30036923,0.046129231,125.1695231,0.404523077,44.38461538,7,1
entehno,0.819664415,0.550053723,195973.3854,0.42690339,0.216976578,0.184230008,-11.31198126,0.04776212,114.7268255,0.647339418,17.29328635,2,0
environmental,0.236542865,0.168383699,364372.2677,0.661470698,0.795524727,0.517715125,-18.20290191,0.067135842,86.09886935,0.07655818,59.11581716,2,1
epic doom,0.000218267,0.219555556,418610.5556,0.831666667,0.030825222,0.130133333,-4.667444444,0.067433333,113.5176667,0.200133333,34.66666667,4,1
epicore,0.266797092,0.475057595,234193.0448,0.572087033,0.516532937,0.135312958,-10.96306945,0.063094525,118.0339788,0.316371495,51.46470072,7,1
erhu,0.858,0.2175,175733,0.226,0.396,0.3495,-12.98,0.0361,89.968,0.364,37,7,1
escape room,0.176732503,0.669104166,230981.1429,0.655139495,0.067126552,0.203733055,-6.894150447,0.157624816,120.622105,0.489923149,55.70582407,0,1
esperanto,0.904,0.245,173166,0.405,0.873,0.0883,-11.027,0.0445,80.576,0.0379,0,7,1
essex indie,0.00306,0.521,478493,0.82,0.707,0.102,-7.497,0.032,144.011,0.429,40,1,1
estonian hip hop,0.793,0.585,170080,0.455,0.000132,0.135,-11.542,0.0392,83.323,0.513,32,2,1
estonian pop,0.378286667,0.4326,186633.9333,0.806,3.99E-05,0.342933333,-5.224066667,0.20806,121.0690667,0.340266667,55.6,11,1
ethereal wave,0.235977615,0.366178415,247241.3245,0.55091766,0.422642702,0.182301677,-12.51565851,0.053192469,120.8353293,0.358059337,35.70607639,9,1
etherpop,0.297180301,0.585180136,239680.485,0.588021503,0.135509079,0.137168528,-8.466173745,0.069868269,116.4619423,0.36822078,54.55535969,7,0
ethio-jazz,0.579244881,0.491449405,248278.4702,0.395354464,0.679049227,0.13251369,-14.43734524,0.049675298,102.579497,0.466880952,40.23809524,7,1
ethiopian pop,0.749,0.427,302293,0.204,0.807,0.106,-17.183,0.0528,79.619,0.339,39,8,1
ethnomusicology,0.908222222,0.663055556,216601.4444,0.3579,0.738944444,0.158722222,-16.6165,0.127,132.1379444,0.764666667,3,4,1
euphoric hardstyle,0.036351667,0.553333333,196110,0.883833333,0.007933858,0.434216667,-7.493333333,0.09665,118.114,0.4745,48.66666667,1,1
eurobeat,0.061927897,0.555948718,285612.8974,0.882512821,0.002571919,0.22574359,-5.536102564,0.045453846,144.3324872,0.700025641,46.25641026,4,1
eurodance,0.08248904,0.696384873,248190.0318,0.846332065,0.154904523,0.214242418,-8.061884701,0.052397449,128.6987407,0.683679162,53.1886606,11,0
europop,0.148448617,0.661888132,239795.7531,0.762628696,0.071145166,0.191677885,-7.627854944,0.0554343,123.926369,0.656299536,51.49506963,7,1
euroska,0.054375,0.71375,193716.75,0.79075,0.00219175,0.103125,-6.074,0.06085,149.56375,0.95025,39.5,7,1
eurovision,0.592666667,0.610666667,183764,0.724333333,0.0003884,0.251666667,-6.144,0.062666667,111.328,0.619666667,46.33333333,2,0
exotica,0.675011042,0.498945899,189968.1334,0.431448993,0.420442064,0.167993222,-13.08142787,0.052728521,115.145438,0.546129173,15.56309453,5,1
experimental,0.347644562,0.472985193,272202.7768,0.550494351,0.356186528,0.185723584,-12.37094216,0.072228088,117.9090602,0.457379581,31.65797417,7,1
experimental ambient,0.860591845,0.276804523,231203.0732,0.185780588,0.848938259,0.118071067,-20.59523004,0.039827217,114.1632226,0.124675517,40.20596798,5,1
experimental big band,0.671,0.348,483300,0.532,0.549,0.0757,-14.953,0.0403,93.007,0.574,33,9,0
experimental folk,0.503,0.651,197040,0.465,0.0455,0.495,-7.538,0.0328,107.75,0.585,61,4,1
experimental hip hop,0.270718329,0.614354069,271779.6323,0.635324307,0.178438504,0.187284714,-6.642037415,0.176794532,113.6171024,0.363206986,54.50601779,4,1
experimental house,0.0173,0.929,237231,0.573,0.00347,0.122,-6.934,0.0511,128.037,0.305,64,6,0
experimental jazz,0.901,0.278,373880,0.239,0.141,0.18,-15.248,0.0353,169.229,0.204,48,6,1
experimental poetry,0.9905,0.713,192413.5,0.0809,0.17655,0.115,-19.5075,0.7255,107.2055,0.32,4,9,0
experimental pop,0.321430264,0.530366256,230767.501,0.580617328,0.266874929,0.18493254,-8.75149243,0.057507991,126.7263988,0.435247433,48.63631698,6,1
experimental rock,0.28333872,0.462388431,235100.0337,0.612202078,0.339683727,0.223010347,-11.1696096,0.081920722,116.8833978,0.456690647,32.64100353,7,1
experimental vocal,0.695045643,0.569221972,334521.4546,0.27345969,0.398205529,0.115091606,-17.41709972,0.042158141,104.7028163,0.340383662,43.52619718,6,1
fado,0.829864545,0.555650909,173090.7582,0.337694,0.001494155,0.165378,-7.756674545,0.037205636,105.3137055,0.577998182,27.26363636,5,1
family gospel,0.556,0.4615,246766.75,0.38125,2.57E-06,0.222775,-11.3395,0.078725,102.58725,0.41625,32.5,7,1
faroese pop,0.875,0.371,171973,0.334,0.000255,0.114,-11.127,0.0296,68.721,0.308,37,8,1
fast melodic punk,0.0004163,0.461666667,154858,0.979666667,1.18E-05,0.144733333,-2.798666667,0.081533333,144.382,0.560666667,44.66666667,4,1
fidget house,0.013190933,0.660933333,232936.0667,0.728266667,0.206873333,0.248073333,-6.0652,0.12194,142.5682667,0.6824,54,11,0
fijian pop,0.116981333,0.7164,241730.6,0.6456,2.44E-05,0.138986667,-5.325333333,0.100926667,96.41226667,0.809333333,48.6,7,1
filmi,0.635568592,0.582734013,264197.0582,0.472464446,0.161269312,0.188178207,-10.84067567,0.085973301,108.5446741,0.639466671,23.90633916,7,1
filter house,0.116334523,0.678574897,254439.7417,0.752044834,0.218782515,0.175125737,-5.917558834,0.104192943,121.0578044,0.586551147,54.90418516,1,1
filthstep,0.051111539,0.580083333,246347.8889,0.83225,0.170767761,0.201969444,-5.103444444,0.131341667,134.9621389,0.287777778,50.52777778,0,1
final fantasy,0.347638216,0.449434375,217553.3047,0.647897656,0.621041406,0.103390625,-8.194070313,0.042252344,126.8434766,0.548026563,41.8984375,1,1
fingerstyle,0.722147204,0.47175839,252691.7633,0.244827069,0.693925036,0.107468316,-16.83642812,0.055151899,119.8354259,0.300678985,32.905839,0,1
finnish alternative rock,0.1125545,0.546,260433.5,0.693,3.99E-05,0.29065,-4.537,0.0257,98.5045,0.437,61,2,1
finnish classical,0.923581081,0.188914865,353024.3108,0.158382703,0.729256757,0.235658108,-19.04086486,0.041048649,89.94564865,0.079424324,5.567567568,2,1
finnish contemporary classical,0.950214286,0.285090476,178651.5476,0.190491762,0.836785714,0.224278571,-24.25833333,0.049064286,101.9642857,0.127661905,2.976190476,2,0
finnish death metal,0.000440797,0.430333333,248742.3333,0.965,0.562333333,0.242333333,-3.174,0.056666667,121.852,0.376666667,51.33333333,3,1
finnish edm,0.0418825,0.61475,349001.5,0.76525,0.508125,0.1223,-7.072125,0.08185,108.070125,0.4615,58.375,11,0
finnish hard rock,0.010816667,0.451666667,226577.6667,0.811,0.0082105,0.187466667,-9.586666667,0.049966667,128.437,0.679,32.66666667,4,1
finnish metal,0.000823208,0.375916667,256556.5556,0.913888889,0.203056028,0.19565,-3.876555556,0.066066667,134.0555556,0.429177778,52.52777778,3,1
finnish power metal,0.001948028,0.435416667,287407.3333,0.848666667,0.04678715,0.149616667,-5.660666667,0.052133333,118.3896667,0.377866667,47.25,5,0
